"company_name","business_state","sic_code","phone_number","website","business_categories","business_city","business_country","business_zip_code","closed_on","opening_hours","closing_hours","latitude","longitude","location_type","year_established","avg_opening_hour","avg_closing_hour","business_street_name","description","services","links","estimated_annual_revenue","num_employees","review_count","reviews","owner","manta_link","url","company_id"
"212W93","New York","6531","(21***995***93","http://212w93.com","[""Real Estate"",""Real Estate Agents and Managers"",""Condominium manager""]","New York","United States","10025","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:30 AM"",""9:30 AM"",""9:30 AM"",""9:30 AM"",""9:30 AM"",""9:30 AM""]","[""CLOSED"",""5:30 PM"",""5:30 PM"",""5:30 PM"",""5:30 PM"",""5:30 PM"",""5:30 PM""]",40.7922924,-73.9726749,"unknown",,"9:30 AM","5:30 PM","212 W 93rd St","
Traditional and modern, indoors and outdoors, tranquility and community — 212W93 offers an inspired union of ideas and influences to provide every detail desired in a home.",,"{""facebook"":""http://www.facebook.com/212W93/"",""twitter"":""https://www.twitter.com/landseahomes""}",,,,,,"https://www.manta.com/c/mk7hll0/212w93","https://www.manta.com/c/mk7hll0/212w93","mk7hll0"
"The Appliance Professor","Tennessee","7299","615***807***","http://applianceprofessor.wix.com/home-improvement","[""Consumer Services"",""Miscellaneous Personal Services, NEC"",""Home Services-Routes Groceries Etc""]","Watertown","United States","37184",,,,36.1047501281827,-86.1408908813951,"unknown",2016,,,"Watertown null","Categorized under College Book Stores. Current estimates show this company has an annual revenue of 24984 and employs a staff of approximately 1.",,,"24984","1",,,"Kei***Rus***l","https://www.manta.com/c/mhbhqhm/the-appliance-professor","https://www.manta.com/c/mhbhqhm/the-appliance-professor","mhbhqhm"
"Midland Plaza","South Dakota","7389","(60***53-***6","null","[""Business Services"",""Business Services, NEC"",""Business services, nec""]","Watertown","United States","57201","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",44.8989682,-97.1133159,"unknown",,,,"100 S. Maple Street",,,,,,,,"Sta***Hag***","https://www.manta.com/c/mx4hcbj/midland-plaza","https://www.manta.com/c/mx4hcbj/midland-plaza","mx4hcbj"
"Grand Rapids Drug & Alcohol Rehab","Michigan","8322","(61***723***77","http://www.godrugrehab.com/locations/grandrapids.php","[""Non-Profit Organizations"",""Individual and Family Social Services"",""Rehabilitation services""]","Grand Rapids","United States","49503","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",42.9681935,-85.6721996,"unknown",,,,"250 Monroe NW","We are #1 in drug and alcohol rehab with a 97% success rate. We also provide the LOWEST pricing in the industry. Call us for 100% free assistance.
Not a 12 step program. We provide one on one therapy, on site detox, beach yoga, and luxury living accommodations. 

We accept PPO/HMO insurance. Call to speak to a certified rehab expert today!
We ensure that any information you provide to us remains fully secure and confidential.",,,,,,,"Tim***nn","https://www.manta.com/c/mx4dg2b/grand-rapids-drug-alcohol-rehab","https://www.manta.com/c/mx4dg2b/grand-rapids-drug-alcohol-rehab","mx4dg2b"
"Duke Electric LLC","New Jersey","1731","609***955***","http://www.dukeelectric-nj.com","[""Electrical"",""Electrical Work"",""Electrical Contractors""]","Millstone Township","United States","08535",,,,40.262454,-74.422428,"Single Location",2008,,,"600 State Route 33 # A","Categorized under Electrical Contractors. Current estimates show this company has an annual revenue of 208850 and employs a staff of approximately 3.",,,"208850","3",,,"Cra***Dut***","https://www.manta.com/c/mh153tz/duke-electric-llc","https://www.manta.com/c/mh153tz/duke-electric-llc","mh153tz"
"Pawlak's Landscaping","Ohio","0782","440***990***","http://www.pawlaksflorist.com","[""Agriculture"",""Lawn and Garden Services"",""Landscape Contractors""]","Bedford","United States","44146",,,,41.380136,-81.529957,"Single Location",1993,,,"1 West Interstate Street Building 10","Categorized under Landscape Contractors. Our records show it was established in 1993 and incorporated in Ohio. Current estimates show this company has an annual revenue of 150000 and employs a staff of approximately 3.",,,"150000","3",,,"Len***wla***","https://www.manta.com/c/mmckx2s/pawlak-s-landscaping","https://www.manta.com/c/mmckx2s/pawlak-s-landscaping","mmckx2s"
"Congleton Brothers Inc","Kentucky","5084","606***810***","null","[""Industrial Machinery"",""Industrial Machinery and Equipment"",""Engines and transportation equipment""]","Beattyville","United States","41311","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",37.58766,-83.725,"Single Location",1955,,,"1134 Broadway Street",,,,,"20 to 49",,,,"https://www.manta.com/c/mmck2fv/congleton-brothers-inc","https://www.manta.com/c/mmck2fv/congleton-brothers-inc","mmck2fv"
"J C Computers","Alabama","7378","205***195***","null","[""Computer Hardware"",""Computer Maintenance and Repair"",""Computer Repair Services""]","Bessemer","United States","35020",,,,45.2140051,11.9353617,"Unknown",,,,,"Categorized under Computer Repair Services. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,,"https://www.manta.com/c/mbngtg7/j-c-computers","https://www.manta.com/c/mbngtg7/j-c-computers","mbngtg7"
"Rb Design","California","7389","760***745***","http://www.rb-design.com","[""Business Services"",""Business Services, NEC"",""Printers' Services: Folding, Collating, Etc.""]","Escondido","United States","92029",,,,33.116251,-117.1135419,"unknown",2012,,,"621 South Andreasen Drive # F null","Categorized under Circuit Boards Manufacturers. Our records show it was established in 2012 and incorporated in California. Current estimates show this company has an annual revenue of 2000000 and employs a staff of approximately 20.",,,"2000000","20",,,"Dav***E M***lin***","https://www.manta.com/c/mm8bcys/rb-design","https://www.manta.com/c/mm8bcys/rb-design","mm8bcys"
"Aabco Fence CO Inc","New Jersey","1799","973***959***","null","[""Construction"",""Special Trade Contractors, NEC"",""Guard Rails""]","Newark","United States","07104",,,,52.372273,-7.0691519,"Unknown",,,,,"Categorized under Guard Rails. Current estimates show this company has an annual revenue of $1 to 2.5 million and employs a staff of approximately 5 to 9.",,,,"5 to 9",,,,"https://www.manta.com/c/mt48zrj/aabco-fence-co-inc","https://www.manta.com/c/mt48zrj/aabco-fence-co-inc","mt48zrj"
"Parker Locksmith Store","Michigan","7699","734***4-2***","http://www.Livonia.Parker-Locksmith-Store.com","[""Consumer Services"",""Repair Shops"",""Locksmith shop""]","Livonia","United States","48152","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""11:30 PM"",""11:30 PM"",""11:30 PM"",""11:30 PM"",""11:30 PM"",""11:30 PM"",""11:30 PM""]",42.4255883,-83.37535509999998,"unknown",,"12:00 AM","11:30 PM","19055 Farmington Rd (Suite: 559D)","Parker Locksmith Store provide Residential Locksmith, Commercial Locksmith, Automotive Locksmith in Livonia, MI.
At Parker Locksmith Store you can find professional Locksmith technicians , We provide a 24 Hr Locksmith Service 7 days a week in all the area of Livonia, MI, For any Locksmith needed Residential, Commercial, Automotive give us a call today 734-274-2328 .","[""locksmith services"",""Locksmith"",""locksmiths' equipment and supplies""]",,,,13,"[{""date"":""2017-10-27T09:35:27.000Z"",""name"":""Celmira M****o"",""rating"":3,""text"":""If you’re ever locked out or are in need of locksmith services urgently, I bet no one could get there as fast as Parker Locksmith Store!!!!! I’ve been locked out two times (yes, it happens) and both times, I waited no longer than twenty minutes for help from Parker Locksmith Store to arrive. Any other locksmith could have charged me well over $200 for providing assistance under such circumstances but paid less than $80 when I hired Parker Locksmith Store. I can’t imagine how such great services could be so underpriced! Guess what? I’ve saved their number 734-274-2328 on speed dial! Who knows, I might need them a third time?! 10/10 for great response during emergencies..\n\nThanks Parker Locksmith Store""},{""date"":""2017-07-27T10:20:47.000Z"",""name"":""Elia T***z"",""rating"":4,""text"":""I can’t thank these guys enough! I was almost on the verge of tears after accidentally locking myself out of my car by the side of the road! There was no one else out there and my only companion was my smartphone. Thankfully, I wasn’t in an out-of-coverage area and used the internet to find these guys at http://www.Livonia.Parker-Locksmith-Store.com. Being on the edge of panic, I’d lost any semblance of reason that I had, and called out 3 more locksmiths to make sure I get help from at least one.\n\n20 minutes later, David from Parker Locksmith Store reached the spot. He threw me a reassuring smile and got to work at once. I was back inside within minutes… Thanks to Parker Locksmith Store, for saving me from a mental breakdown. As for the other three firms I called, two of them never called back and the other one called me up after I was snuggled up in bed back home. Parker Locksmith Store is clearly the winner in Livonia! Hats off to an amazing team! Incredible work, keep going guys!!""},{""date"":""2017-08-22T07:23:07.000Z"",""name"":""Richard P**n"",""rating"":4,""text"":""Cheap services always compromise on quality while those that offer quality services quote ridiculously high prices! With Parker Locksmith Store I found the perfect balance of quality and affordability! All their products were procured from top manufacturers, and they kept their pricing to a bare minimum to make it affordable to the Livonia community! Can it get any better than this? I doubt it, for they are definitely the BEST! And this comes from someone who’s probably tried out all the other popular locksmith companies in Livonia!\n\nFIVE STARS! Keep up the great work guys!!If you’re looking to hire them, you can reach them at 734-274-2328!!""},{""date"":""2017-09-27T06:55:59.000Z"",""name"":""James C****n"",""rating"":3,""text"":""Call me paranoid, but when the house next door got burgled, I just couldn’t sleep peacefully that night! Without further ado, I decided that what I needed was a reassurance that my house wasn’t gonna end up like the one next door! And who better to give me that reassurance than Parker Locksmith Store!!! I scheduled an appointment with Parker Locksmith Store the following evening for a quick assessment. This was the first time I was calling them over!!! My sister has been their loyal customer for over a year now and introduced me to this firm very recently. I didn’t get a chance to try their service out until that day!!! I must say, I was completely bowled over! After a quick assessment they gave my property a thumbs-up, stating everything was fine, except for the front door lock. They recommended I get a deadbolt installed to amp up my security, which I did!\n\nWell, if they wanted, they could have taken advantage of my vulnerability and tricked me into getting a bunch of useless stuff installed, but they didn’t! And that’s why, I’ve turned into a loyal customer of Parker Locksmith Store too! No.1 in Livonia!!!""},{""date"":""2017-11-27T11:20:44.000Z"",""name"":""Brian C****e"",""rating"":5,""text"":""Good service from Parker Locksmith Store. Lewis made all the available options clear to me along with what it was gonna cost me. The pricing seemed quite reasonable for a premium firm such as Parker Locksmith Store. Also, Lewis was right on time, installed the new lock and rekeyed all my other locks within an hour. I hope I never have to call a locksmith again, but if I ever need one, then I’m definitely calling Lewis or someone from his team. The BEST in Livonia!  Five stars!!""},{""date"":""2018-01-24T05:53:05.000Z"",""name"":""Phil H******e"",""rating"":5,""text"":""Having lost the transponder keys and unwilling to spend a fortune on getting a replacement from the dealer, I contacted one of those online key makers and ordered a key. A week later, when the key was delivered, I found that it did not work. That was 100 bucks down the drain! Anyway, my colleague recommended that I try Parker Locksmith Store instead and vouched for their low rates and professionalism. So, I decided to check out their site https://www.Livonia.Parker-Locksmith-Store.com, read a few reviews and completely convinced, I called them. Two hours later, I had my new keys and they worked without a hitch.\n\nWish I’d known about them earlier. The best place in Livonia, MI 48152 for car keys, in my honest opinion! I’m also considering hiring them for other locksmith services in the future. Try them out! They’re excellent!""},{""date"":""2018-03-23T10:57:27.000Z"",""name"":""Alulay S*******o"",""rating"":3,""text"":""Finally, I’ve found a locksmith that’s professional, skilled, courteous, honest and affordable – and that’s Parker Locksmith Store. I’ve had my share of bitter experiences with random locksmiths in Livonia, MI in the past, and I’d almost accepted it as the norm, but the team at Parker Locksmith Store changed my mind. Earlier, I used to spend around two-hundred bucks for my annual lock maintenance check, but I barely paid a third of it. Thanks to Gary, for sharing their link https://www.Livonia.Parker-Locksmith-Store.com with me. Will definitely hire them again!""},{""date"":""2018-04-23T12:20:47.000Z"",""name"":""Betty R*****s"",""rating"":5,""text"":""No reason to complain! Eric was incredible! He showed up at my door in ten minutes and managed to unlock it in seconds. When I read the staggering amount of positive reviews Parker Locksmith Store had, the skepticism never left me, but now, beyond doubt, I know they deserve every bit of praise.  I’ve even scheduled a complete security consultation the next month, and Eric promised me a good discount upon redemption of an online coupon found on their site https://www.Livonia.Parker-Locksmith-Store.com.  The Livonia community is lucky to have incredible professionals like Eric!!! Highly recommend.""},{""date"":""2018-06-19T05:54:35.000Z"",""name"":""Sally B***e"",""rating"":4,""text"":""I wasn’t aware that my keys were showing signs of a burn out and so, when they broke in the lock, it caught me by unpleasant surprise. Luckily, I had the number of Parker Locksmith Store on my phone and rang them up. Like always, these guys delivered as expected. John got there super fast, carefully removed the broken key and made me a brand new set of keys.\n\nI’ve been with them for years. They now have a great website you can look into for more details - https://www.Livonia.Parker-Locksmith-Store.com. If you’re looking for a locksmith in Livonia, MI 48152, hands down, you won’t find a better one than Parker Locksmith Store. Don’t take my word for it, try it for yourself!""},{""date"":""2018-07-17T07:04:29.000Z"",""name"":""Sam U*******d"",""rating"":4,""text"":""Tired of losing my keys over and over again, I needed a solution before things got out of hand. I called John from Parker Locksmith Store who fitted the front door with a good quality Schlage keypad lock – and I’m finally free from the hassle of carrying keys. All I need to do is to remember a simple code for access. John provided me the lock at a price that was lower than the market rate and charged a nominal installation fee. I’m completely blown over by their service!!! \n\nI can see now why they’re considered the best in Livonia, MI. Try their service! If you require other details, make sure you check their website https://www.Livonia.Parker-Locksmith-Store.com… Can’t recommend them enough!""}]","Hor***dam***","https://www.manta.com/c/mh1lrqv/parker-locksmith-store","https://www.manta.com/c/mh1lrqv/parker-locksmith-store","mh1lrqv"
